seller_id,monthly_revenue,revenue_growth,order_volume,avg_order_value,return_rate,rating,days_active,inventory_turnover,late_ship_rate,previous_loans,platform,category,defaulted
VN02268,127005236.0,-0.0514,348,139633.0,0.2185,4.5,1739,2.91,0.02,5,Shopee,Home,0
VN02269,68467184.0,0.8366,298,112137.0,0.0247,4.0,540,11.82,0.0454,1,TikTok Shop,Food,0
VN02270,94004950.0,0.0314,489,272459.0,0.1685,4.1,1371,2.06,0.0656,4,TikTok Shop,Home,0
VN02271,129702946.0,-0.1389,1092,116786.0,0.1785,3.8,1486,8.17,0.1227,3,Lazada,Home,0
VN02272,69343195.0,0.2258,646,362896.0,0.0626,4.0,1425,5.08,0.1348,3,TikTok Shop,Home,0
VN02273,60202169.0,0.0339,717,264765.0,0.3847,4.6,236,6.87,0.1358,4,Shopee,Electronics,0
VN02274,102524701.0,-0.3061,423,209684.0,0.0661,4.5,140,4.56,0.0277,3,TikTok Shop,Electronics,0
VN02275,44214597.0,0.0539,996,104180.0,0.1957,3.6,52,4.02,0.1225,0,TikTok Shop,Food,0
VN02276,44261738.0,0.3301,573,281436.0,0.1375,3.7,1481,10.53,0.1088,4,Shopee,Fashion,0
VN02277,166337591.0,0.3396,236,450622.0,0.0389,3.9,1798,3.51,0.0298,0,Shopee,Beauty,0
VN02278,42219995.0,0.0957,172,162341.0,0.1788,3.5,816,6.01,0.1794,5,Shopee,Fashion,0
VN02279,164716171.0,0.2091,362,138558.0,0.0958,4.3,1737,4.21,0.0475,3,Shopee,Beauty,0
VN02280,141377400.0,0.8569,1197,191758.0,0.0875,3.9,1064,3.72,0.1889,4,Shopee,Electronics,0
VN02281,27388806.0,0.1217,903,253589.0,0.199,4.5,601,8.97,0.0293,4,Lazada,Home,0
VN02282,60118400.0,-0.0272,936,153951.0,0.0841,4.7,1797,1.11,0.4026,5,TikTok Shop,Food,0
VN02283,244709427.0,-0.0457,676,314770.0,0.1183,3.4,776,11.15,0.1977,5,Shopee,Food,0
VN02284,47876046.0,0.2222,419,521967.0,0.1434,3.9,544,7.87,0.0394,5,Shopee,Food,0
VN02285,70540446.0,0.5994,691,236836.0,0.1352,3.4,173,11.68,0.0351,4,Shopee,Fashion,0
VN02286,141321171.0,-0.0925,603,170673.0,0.1934,3.3,1021,3.38,0.0892,3,Shopee,Electronics,1
VN02287,179833662.0,0.5366,572,250196.0,0.0477,4.5,1795,10.08,0.0729,3,TikTok Shop,Electronics,0
VN02288,82750932.0,-0.3236,919,361729.0,0.1289,4.3,1574,6.18,0.1322,3,TikTok Shop,Home,0
VN02289,63838522.0,0.1737,1085,217470.0,0.0657,3.9,838,1.54,0.0672,1,Shopee,Fashion,0
VN02290,290402194.0,0.6198,493,255901.0,0.0882,3.7,323,10.66,0.0625,1,Shopee,Home,0
VN02291,368213963.0,0.0734,501,285610.0,0.1849,3.7,354,10.79,0.1357,2,Lazada,Beauty,1
VN02292,208227864.0,0.3547,580,129609.0,0.1797,4.3,222,4.16,0.1832,4,Shopee,Electronics,0
VN02293,106535477.0,-0.0938,538,252600.0,0.0535,4.1,1344,12.87,0.0881,3,Shopee,Food,0
VN02294,54504875.0,0.5775,718,102644.0,0.0494,3.8,1692,10.81,0.0311,4,Shopee,Home,0
VN02295,53605739.0,-0.2847,1044,144464.0,0.238,4.4,1472,4.64,0.0854,5,Shopee,Beauty,0
VN02296,147876138.0,0.7157,835,356052.0,0.1616,4.3,489,3.73,0.0417,0,TikTok Shop,Food,0
VN02297,136768280.0,-0.1023,1182,310369.0,0.3173,3.7,1101,6.44,0.0943,0,TikTok Shop,Food,0
VN02298,285913234.0,0.743,872,175415.0,0.2099,4.0,1160,4.45,0.1116,3,Shopee,Home,0
VN02299,162768185.0,0.0907,599,471133.0,0.1623,4.6,1317,3.43,0.0172,1,Shopee,Home,0
VN02300,32368289.0,0.5534,700,104287.0,0.097,4.6,1306,5.89,0.3565,2,TikTok Shop,Home,0
VN02301,219960977.0,0.049,246,181218.0,0.1443,3.9,1592,0.85,0.094,1,Shopee,Electronics,0
VN02302,47273220.0,0.7824,284,230395.0,0.134,5.0,1574,5.92,0.0699,4,Shopee,Fashion,0
VN02303,74926751.0,-0.1917,954,49310.0,0.1491,4.1,1785,3.49,0.1073,1,Lazada,Home,0
VN02304,120559041.0,-0.1269,888,185567.0,0.1076,4.6,1211,4.07,0.1064,3,TikTok Shop,Electronics,0
VN02305,446411003.0,0.2663,66,114434.0,0.1157,3.7,555,1.61,0.1899,5,TikTok Shop,Fashion,0
VN02306,1029602783.0,-0.2476,130,115743.0,0.0707,4.1,948,8.45,0.0655,5,TikTok Shop,Beauty,0
VN02307,157516740.0,-0.105,552,175235.0,0.1126,3.7,58,6.87,0.1598,1,Shopee,Fashion,1
VN02308,87103057.0,0.8297,555,80593.0,0.0641,3.4,567,10.63,0.0055,0,Lazada,Electronics,0
VN02309,149212084.0,0.8706,1057,134057.0,0.125,4.2,1779,13.83,0.0575,3,Shopee,Electronics,0
VN02310,194460880.0,0.1203,829,81541.0,0.2011,4.0,172,2.11,0.0413,3,Shopee,Fashion,0
VN02311,78569904.0,0.8041,805,213607.0,0.2623,4.7,656,4.18,0.1051,3,Shopee,Fashion,0
VN02312,384098089.0,0.331,632,211541.0,0.0374,3.9,870,9.71,0.0624,1,Shopee,Electronics,0
VN02313,118752621.0,-0.0128,433,168674.0,0.0813,4.3,247,3.7,0.0363,0,Shopee,Electronics,1
VN02314,145154219.0,0.528,323,330454.0,0.0866,4.0,622,0.91,0.158,1,Shopee,Beauty,0
VN02315,164668215.0,0.4736,878,173151.0,0.2817,3.7,742,1.98,0.234,4,Shopee,Electronics,1
VN02316,137095724.0,0.8864,200,198483.0,0.1003,4.6,96,6.35,0.0634,5,Shopee,Electronics,0
VN02317,187484245.0,-0.0187,275,127644.0,0.0691,3.9,790,6.32,0.0852,2,Shopee,Food,0
VN02318,62900213.0,0.4901,174,63473.0,0.1924,4.0,173,13.63,0.0628,2,Shopee,Food,0
VN02319,65743653.0,-0.285,884,186713.0,0.2067,3.6,1194,6.79,0.0131,5,Shopee,Food,0
VN02320,43788611.0,-0.2079,776,174910.0,0.247,3.4,1399,9.65,0.1223,2,Shopee,Home,1
VN02321,138950168.0,-0.3451,238,472104.0,0.3334,4.4,494,7.14,0.0215,5,Shopee,Home,0
VN02322,179233929.0,0.8993,194,280330.0,0.0335,4.2,125,4.14,0.0501,4,Shopee,Electronics,0
VN02323,140867410.0,0.6528,34,163316.0,0.1295,4.7,437,1.92,0.1412,4,TikTok Shop,Food,0
VN02324,350849995.0,0.6334,646,215525.0,0.244,4.5,1171,12.1,0.1463,4,Shopee,Beauty,0
VN02325,99513412.0,0.2872,72,316004.0,0.1749,3.6,1750,2.56,0.1191,0,Shopee,Beauty,0
VN02326,165016535.0,0.0251,1131,259985.0,0.0611,4.2,833,1.81,0.1143,3,Lazada,Beauty,1
VN02327,44067114.0,-0.1609,737,462524.0,0.0702,4.2,1497,3.39,0.1596,5,Shopee,Electronics,0
VN02328,74751155.0,0.0058,629,135307.0,0.0826,4.7,786,0.53,0.1107,4,TikTok Shop,Food,0
VN02329,168366434.0,0.12,576,326935.0,0.2553,4.8,1433,1.47,0.0655,2,TikTok Shop,Electronics,0
VN02330,188918560.0,0.5954,388,162521.0,0.2481,3.3,742,9.08,0.0651,5,Shopee,Electronics,0
VN02331,80159166.0,0.3246,636,221197.0,0.2225,4.7,307,3.79,0.0127,2,TikTok Shop,Beauty,0
VN02332,94707198.0,-0.2531,102,151928.0,0.0219,4.7,390,5.07,0.0428,5,TikTok Shop,Food,0
VN02333,32011145.0,-0.3275,1058,187025.0,0.0994,3.8,1423,11.78,0.0773,5,Shopee,Home,0
VN02334,76456163.0,-0.2221,1028,223191.0,0.1664,4.2,1675,10.93,0.0386,1,TikTok Shop,Fashion,0
VN02335,194859116.0,0.1631,28,270121.0,0.1521,3.1,241,7.15,0.1338,3,TikTok Shop,Electronics,0
VN02336,153836939.0,0.8165,147,207042.0,0.2173,4.2,1312,8.78,0.1803,4,Shopee,Food,0
VN02337,145472743.0,0.4468,1072,57926.0,0.0885,3.7,1729,1.66,0.1092,3,Shopee,Fashion,0
VN02338,103732940.0,0.6523,906,193209.0,0.0474,4.5,1150,10.78,0.0436,4,Shopee,Fashion,0
VN02339,100462730.0,0.233,606,418822.0,0.269,4.4,1263,7.47,0.0942,2,Shopee,Home,0
VN02340,60900939.0,0.1021,597,192445.0,0.0728,4.2,1601,8.21,0.157,3,Shopee,Home,0
VN02341,168782475.0,-0.2145,1193,424744.0,0.0879,4.3,807,9.48,0.0575,3,Shopee,Electronics,0
VN02342,137032641.0,0.7449,1116,189075.0,0.1274,3.8,1665,7.25,0.0318,4,Shopee,Electronics,0
VN02343,144532382.0,0.629,303,91492.0,0.0362,3.6,50,7.54,0.0187,4,Lazada,Food,0
VN02344,67354069.0,-0.1399,1027,161704.0,0.1624,5.0,758,7.25,0.0604,3,TikTok Shop,Home,0
VN02345,19875389.0,0.2903,893,151870.0,0.0425,4.7,1486,7.21,0.0173,5,Shopee,Home,0
VN02346,227546355.0,0.2592,21,179017.0,0.62,4.3,645,10.63,0.3065,4,Shopee,Food,1
VN02347,69780971.0,0.4314,1198,111006.0,0.0827,4.1,400,6.27,0.1397,3,Shopee,Home,0
VN02348,52321513.0,0.8327,254,199903.0,0.1821,5.0,1446,0.54,0.0321,1,TikTok Shop,Beauty,0
VN02349,168106654.0,0.3747,550,170394.0,0.1308,5.0,653,8.76,0.1429,3,Shopee,Fashion,0
VN02350,74476226.0,0.3253,84,382289.0,0.2634,4.1,1272,13.36,0.0386,0,Shopee,Beauty,0
VN02351,221282846.0,-0.2871,230,109632.0,0.0898,3.7,1557,3.97,0.0195,3,TikTok Shop,Fashion,1
VN02352,158736232.0,-0.2714,1142,227029.0,0.1604,4.2,661,11.52,0.1709,5,Shopee,Food,0
VN02353,166861885.0,-0.1158,1092,246598.0,0.0454,4.0,790,6.65,0.1163,1,Shopee,Food,0
VN02354,35874354.0,-0.3094,820,295815.0,0.0233,3.7,876,9.18,0.1685,1,Lazada,Fashion,0
VN02355,248004634.0,0.5792,344,167411.0,0.2257,4.9,977,12.53,0.3023,5,Shopee,Fashion,0
VN02356,121562355.0,0.5542,862,224224.0,0.1854,4.5,1149,10.91,0.0708,2,TikTok Shop,Fashion,0
VN02357,75757056.0,-0.1799,59,239579.0,0.2672,4.0,1485,12.44,0.2184,5,Lazada,Fashion,1
VN02358,111277913.0,0.6951,843,88064.0,0.2274,4.0,217,0.63,0.1402,2,Shopee,Electronics,0
VN02359,26372268.0,-0.1565,212,170442.0,0.0205,4.2,530,3.03,0.1309,0,Lazada,Home,0
VN02360,135772277.0,0.0265,910,197534.0,0.092,4.0,905,6.22,0.0263,4,Shopee,Home,0
VN02361,46176029.0,-0.0388,346,209460.0,0.085,3.9,404,11.95,0.0626,4,Lazada,Food,0
VN02362,36233595.0,0.1154,710,208182.0,0.2375,5.0,463,11.82,0.0564,1,Shopee,Electronics,0
VN02363,31903638.0,-0.0317,41,249886.0,0.1286,3.7,1476,3.0,0.0587,1,Lazada,Fashion,0
VN02364,230213174.0,0.2612,332,529031.0,0.1724,3.1,1197,2.42,0.1616,2,TikTok Shop,Electronics,0
VN02365,62336174.0,0.1593,379,149087.0,0.1175,4.5,1593,11.77,0.029,1,TikTok Shop,Fashion,0
VN02366,315697736.0,0.8832,1141,242944.0,0.276,4.8,528,7.81,0.0794,3,TikTok Shop,Home,0
VN02367,66862505.0,-0.2801,974,384866.0,0.2392,4.3,35,8.96,0.0194,3,Shopee,Fashion,1
VN02368,27770407.0,-0.1723,387,81689.0,0.0624,3.4,1370,11.42,0.0872,0,Shopee,Home,0
VN02369,43254277.0,-0.284,259,229593.0,0.0876,4.1,1283,3.36,0.0199,3,Shopee,Fashion,0
VN02370,252484070.0,0.4323,492,86665.0,0.1715,3.9,1175,2.34,0.0287,0,Shopee,Food,0
VN02371,88904771.0,-0.2819,139,598863.0,0.2388,4.9,1548,12.1,0.1207,2,TikTok Shop,Home,0
VN02372,66239302.0,0.6955,551,260674.0,0.1179,3.8,1759,2.01,0.0856,3,TikTok Shop,Food,0
VN02373,112674498.0,0.2899,720,243664.0,0.0837,4.3,646,1.69,0.0388,0,Shopee,Electronics,0
VN02374,145594665.0,0.3088,545,78693.0,0.0863,4.5,740,4.24,0.052,4,Shopee,Fashion,0
VN02375,231027917.0,0.352,800,156022.0,0.1686,3.8,504,4.78,0.0236,0,TikTok Shop,Electronics,0
VN02376,296149343.0,-0.1365,268,156389.0,0.071,3.9,603,3.76,0.1982,5,Shopee,Fashion,0
VN02377,76299238.0,-0.1029,135,485642.0,0.0216,4.4,825,10.51,0.1099,3,TikTok Shop,Home,0
VN02378,36964340.0,0.0485,1070,289121.0,0.0738,2.6,537,13.64,0.1232,0,Shopee,Fashion,0
VN02379,73287537.0,0.3919,675,87863.0,0.1474,4.9,621,3.19,0.1195,5,Shopee,Beauty,0
VN02380,121473948.0,-0.0874,1075,253914.0,0.193,3.7,204,11.06,0.0307,2,TikTok Shop,Beauty,1
VN02381,48505163.0,-0.2046,1051,94707.0,0.049,4.2,1574,1.1,0.0824,1,Shopee,Beauty,0
VN02382,48746152.0,0.8626,102,88906.0,0.2,3.5,721,2.11,0.0304,4,Shopee,Food,0
VN02383,129325225.0,-0.3225,60,251881.0,0.0749,4.9,1324,7.45,0.0362,2,TikTok Shop,Beauty,0
VN02384,96351232.0,0.6534,1157,291380.0,0.1148,4.2,1727,13.99,0.1262,4,Shopee,Fashion,0
VN02385,102420531.0,0.635,947,252553.0,0.0162,4.3,817,13.32,0.1096,4,TikTok Shop,Electronics,0
VN02386,56577871.0,0.0215,759,513904.0,0.1342,4.5,1771,2.01,0.1048,5,Lazada,Food,0
VN02387,84073289.0,-0.1805,981,241440.0,0.1972,4.7,601,3.74,0.0305,0,TikTok Shop,Home,0
VN02388,49964591.0,-0.168,777,218611.0,0.1101,3.6,215,13.27,0.041,1,TikTok Shop,Food,0
VN02389,194832117.0,0.5218,776,109316.0,0.3385,4.1,616,2.53,0.3484,0,Shopee,Electronics,0
VN02390,217223427.0,0.4535,808,308293.0,0.0779,4.8,1147,10.53,0.1268,0,TikTok Shop,Beauty,0
VN02391,25024330.0,0.6284,758,87928.0,0.0858,4.0,1632,0.51,0.037,3,Shopee,Electronics,0
VN02392,49767208.0,0.8219,1084,551383.0,0.0971,4.9,543,9.03,0.0313,0,TikTok Shop,Food,0
VN02393,32527715.0,0.5149,572,310332.0,0.0763,4.3,1231,7.18,0.1106,1,Shopee,Food,0
VN02394,61373092.0,-0.1552,540,810088.0,0.0732,4.0,683,6.86,0.0562,2,Shopee,Food,0
VN02395,93870011.0,-0.0457,611,243937.0,0.2358,4.5,585,11.69,0.0881,5,TikTok Shop,Electronics,0
VN02396,33691835.0,0.7027,854,318088.0,0.2327,4.1,1739,1.59,0.1176,0,TikTok Shop,Fashion,0
VN02397,50053608.0,-0.0884,17,174803.0,0.0819,4.6,324,5.59,0.0532,1,Shopee,Fashion,0
VN02398,47064614.0,-0.2593,1066,196489.0,0.2257,4.0,1284,6.52,0.1821,0,Shopee,Beauty,0
VN02399,116738914.0,0.5291,171,118686.0,0.1187,4.6,1289,2.17,0.2869,5,Shopee,Home,0
VN02400,105266759.0,0.1532,869,97358.0,0.1049,4.4,1146,1.66,0.0023,4,TikTok Shop,Electronics,0
VN02401,58159328.0,0.8001,525,220742.0,0.3305,4.0,1540,2.92,0.0163,5,Shopee,Fashion,0
VN02402,114103405.0,0.4628,701,195910.0,0.1422,3.3,73,3.75,0.0547,0,Shopee,Beauty,0
VN02403,66319195.0,-0.237,1152,117244.0,0.2567,4.4,568,13.54,0.2716,3,Shopee,Home,0
VN02404,81511826.0,0.8348,585,128109.0,0.0811,4.7,1528,6.92,0.0759,4,Shopee,Beauty,0
VN02405,350576348.0,-0.0268,729,204073.0,0.1751,4.3,68,7.39,0.16,1,Shopee,Beauty,0
VN02406,273099236.0,0.0715,253,116243.0,0.074,3.1,1438,10.04,0.2067,5,Shopee,Home,0
VN02407,37705407.0,0.1528,317,239983.0,0.1436,4.8,1488,9.74,0.0979,0,Shopee,Food,0
VN02408,186193928.0,-0.286,621,118061.0,0.1749,4.4,318,7.29,0.1507,4,Lazada,Fashion,1
VN02409,183650934.0,0.2706,1005,228188.0,0.2092,4.5,277,5.09,0.1784,4,TikTok Shop,Fashion,1
VN02410,42236804.0,-0.1959,348,112944.0,0.1284,4.2,1615,4.97,0.0825,2,TikTok Shop,Home,0
VN02411,184670411.0,0.1512,127,113181.0,0.1205,3.2,388,1.28,0.0794,4,TikTok Shop,Fashion,0
VN02412,316694751.0,0.0884,376,61629.0,0.1088,4.5,1491,12.65,0.0314,5,Lazada,Electronics,0
VN02413,43059412.0,0.6161,815,185324.0,0.0976,4.1,238,10.89,0.1012,1,Shopee,Electronics,0
VN02414,50217437.0,0.654,111,415415.0,0.2164,3.8,153,8.92,0.0523,0,Shopee,Electronics,0
VN02415,214376870.0,-0.1582,30,403796.0,0.0703,5.0,1004,5.85,0.0744,5,TikTok Shop,Home,0
VN02416,122499987.0,0.1082,570,236105.0,0.085,4.5,432,8.36,0.2298,4,Lazada,Beauty,0
VN02417,151123389.0,0.1167,390,73828.0,0.2071,4.3,313,7.05,0.0868,1,Shopee,Beauty,0
VN02418,129015345.0,-0.1607,756,306183.0,0.1389,3.8,692,4.2,0.0654,2,Shopee,Food,0
VN02419,133955999.0,0.6481,404,224770.0,0.2959,3.7,605,4.53,0.0334,0,Lazada,Food,1
VN02420,36952575.0,0.534,634,163857.0,0.0335,4.5,270,12.31,0.0224,3,Shopee,Electronics,0
VN02421,219198502.0,-0.112,838,367208.0,0.0364,3.2,196,9.07,0.0666,4,Shopee,Electronics,0
VN02422,240250454.0,0.1084,334,273135.0,0.1775,4.5,590,0.52,0.0762,4,Shopee,Home,0
VN02423,84136997.0,-0.2177,210,535403.0,0.086,4.5,1752,4.91,0.0343,2,Shopee,Electronics,0
VN02424,96725951.0,0.4353,432,99427.0,0.1014,4.9,177,5.09,0.1285,1,TikTok Shop,Electronics,0
VN02425,31694996.0,-0.1983,621,103392.0,0.1498,4.7,730,10.04,0.0519,2,Shopee,Electronics,0
VN02426,146962949.0,0.8824,582,112478.0,0.1147,4.8,652,9.96,0.1018,1,Shopee,Fashion,0
VN02427,153474207.0,0.6259,558,174118.0,0.1015,3.9,294,6.77,0.2422,0,Shopee,Beauty,0
VN02428,95377832.0,0.1378,245,444225.0,0.1525,3.5,530,13.34,0.0066,4,TikTok Shop,Fashion,0
VN02429,232236085.0,0.3732,898,147002.0,0.1128,4.3,308,12.28,0.0168,3,Shopee,Electronics,0
VN02430,77783671.0,0.7892,535,148583.0,0.1492,4.4,778,12.19,0.327,2,Shopee,Electronics,0
VN02431,152618888.0,0.3426,717,247371.0,0.304,4.7,932,5.2,0.113,5,Lazada,Fashion,0
VN02432,46513435.0,-0.1319,860,306073.0,0.1713,4.9,188,6.32,0.1045,3,Shopee,Fashion,0
VN02433,98182239.0,0.1234,687,65618.0,0.024,3.6,1113,6.16,0.0365,3,TikTok Shop,Home,0
VN02434,87682624.0,0.7039,35,337681.0,0.3627,4.6,528,6.44,0.0665,4,Lazada,Home,0
VN02435,118329178.0,0.4553,602,144696.0,0.2213,3.1,1370,12.5,0.012,4,Shopee,Electronics,0
VN02436,75742865.0,0.4634,912,190763.0,0.1081,4.3,1640,3.86,0.0139,5,Shopee,Fashion,0
VN02437,90548444.0,0.7335,385,408045.0,0.0591,4.5,517,11.33,0.0916,3,Shopee,Home,0
VN02438,185680011.0,0.7675,92,180192.0,0.1243,3.4,494,7.44,0.0604,0,Shopee,Food,0
VN02439,72018013.0,0.7997,662,93346.0,0.04,4.5,257,3.86,0.0462,5,TikTok Shop,Fashion,0
VN02440,29950817.0,-0.2314,154,96091.0,0.1274,3.7,695,7.62,0.0565,3,Shopee,Beauty,0
VN02441,371176381.0,0.3302,567,197886.0,0.0833,4.0,1409,3.14,0.3805,1,Lazada,Food,0
VN02442,281626014.0,0.5756,1012,169875.0,0.213,4.6,1519,1.96,0.0229,5,Lazada,Food,0
VN02443,37912938.0,0.5962,296,206847.0,0.0738,4.0,851,11.82,0.0555,1,Lazada,Fashion,0
VN02444,167631865.0,0.4084,454,164285.0,0.1478,4.0,828,9.94,0.1284,1,Shopee,Electronics,0
VN02445,68529093.0,-0.1415,284,373515.0,0.0579,4.4,782,3.27,0.3235,1,Shopee,Beauty,0
VN02446,121766449.0,0.6468,1172,203289.0,0.0912,4.6,1280,13.22,0.0138,2,Shopee,Home,0
VN02447,124606097.0,0.5501,760,83159.0,0.2601,4.2,1222,0.83,0.017,0,TikTok Shop,Home,0
VN02448,83821002.0,-0.2423,118,302025.0,0.0792,5.0,1337,5.0,0.2075,2,Shopee,Electronics,0
VN02449,55515663.0,0.2298,780,520807.0,0.0286,4.0,291,0.79,0.0289,2,TikTok Shop,Beauty,0
VN02450,59536148.0,-0.1325,109,216959.0,0.0615,4.8,889,2.42,0.0615,1,Shopee,Beauty,0
VN02451,50266834.0,0.0718,743,225545.0,0.167,4.5,393,2.93,0.1691,0,TikTok Shop,Food,1
VN02452,53550374.0,-0.3274,494,135952.0,0.1488,4.5,1574,11.44,0.0865,0,Shopee,Food,0
VN02453,95021742.0,0.1504,794,177864.0,0.0933,3.6,127,13.91,0.0235,3,Shopee,Beauty,0
VN02454,58420652.0,0.3373,27,258186.0,0.1657,4.8,1065,12.21,0.039,5,Shopee,Fashion,0
VN02455,166672114.0,0.4245,1185,353591.0,0.2094,4.3,813,9.07,0.1306,2,Shopee,Fashion,0
VN02456,304881769.0,0.4794,615,250948.0,0.1697,5.0,612,10.26,0.1224,5,Shopee,Fashion,0
VN02457,64679837.0,0.6954,109,498331.0,0.2886,4.3,956,7.56,0.0817,5,TikTok Shop,Beauty,0
VN02458,119586842.0,-0.0807,307,210920.0,0.0992,4.2,1470,6.2,0.185,0,Shopee,Home,0
VN02459,145365793.0,-0.1994,39,114594.0,0.2551,3.9,1554,9.84,0.1333,4,TikTok Shop,Fashion,0
VN02460,142378805.0,0.7144,953,116247.0,0.0686,4.2,164,13.64,0.0334,5,TikTok Shop,Home,0
VN02461,105789989.0,-0.1542,776,372207.0,0.1281,4.9,288,0.89,0.1973,2,Shopee,Fashion,1
VN02462,174426117.0,0.8685,1125,332219.0,0.1358,4.6,945,4.74,0.0607,5,TikTok Shop,Beauty,0
VN02463,143477203.0,0.7032,668,88230.0,0.319,4.3,546,4.96,0.026,0,Shopee,Fashion,0
VN02464,39497707.0,0.2761,999,180818.0,0.0156,4.6,1347,6.09,0.0611,4,Shopee,Home,0
VN02465,191781459.0,0.8768,652,184131.0,0.1305,4.0,1664,8.96,0.0897,5,TikTok Shop,Electronics,0
VN02466,194407714.0,-0.2283,505,137893.0,0.1885,3.9,1493,7.44,0.0451,4,Lazada,Home,0
VN02467,56374947.0,0.0288,1179,99192.0,0.2592,3.9,180,0.75,0.1339,4,TikTok Shop,Electronics,1
VN02468,102816189.0,0.4478,1141,136380.0,0.2387,4.7,1534,6.06,0.1549,1,Lazada,Home,0
VN02469,166831811.0,0.0875,589,124658.0,0.2362,4.7,1311,8.86,0.1284,3,TikTok Shop,Fashion,0
VN02470,85413492.0,0.8105,308,100385.0,0.0782,3.8,897,7.32,0.0502,5,TikTok Shop,Fashion,0
VN02471,223457888.0,-0.268,910,303924.0,0.1134,3.9,1202,12.27,0.1817,5,Shopee,Home,0
VN02472,588392247.0,0.3368,54,231301.0,0.1691,4.1,1003,5.88,0.0791,3,Shopee,Fashion,0
VN02473,55423291.0,0.3886,790,159204.0,0.1603,3.7,171,0.67,0.1273,0,Shopee,Fashion,0
VN02474,35470664.0,0.4659,534,71305.0,0.0795,4.3,280,4.35,0.0406,0,Shopee,Beauty,0
VN02475,125505978.0,-0.0304,560,172899.0,0.1209,4.9,987,2.33,0.0972,5,TikTok Shop,Food,0
VN02476,171684986.0,0.1057,250,260544.0,0.1226,4.4,1799,3.88,0.1196,5,Shopee,Food,0
VN02477,84043932.0,0.7046,477,138965.0,0.279,4.7,936,5.39,0.0335,3,TikTok Shop,Home,0
VN02478,297208805.0,-0.1063,497,112986.0,0.0554,3.5,673,9.63,0.0623,4,Shopee,Food,0
VN02479,36617823.0,0.6836,444,188809.0,0.2174,3.9,1100,4.88,0.1838,0,Shopee,Electronics,0
VN02480,168036028.0,0.3533,1060,237408.0,0.169,3.3,1425,12.44,0.0711,5,Shopee,Home,0
VN02481,63439952.0,0.6027,357,73868.0,0.0132,4.2,123,4.54,0.0871,1,Shopee,Home,0
VN02482,362862100.0,0.542,1078,395144.0,0.1424,5.0,790,2.35,0.1431,1,Lazada,Electronics,0
VN02483,445356888.0,-0.0906,147,107520.0,0.1463,5.0,385,2.78,0.0617,3,TikTok Shop,Food,0
VN02484,56232619.0,0.361,365,162528.0,0.0741,4.4,561,13.12,0.2299,0,Shopee,Electronics,0
VN02485,66176247.0,0.7347,520,362448.0,0.3089,4.2,721,6.64,0.0157,0,TikTok Shop,Fashion,0
VN02486,190410136.0,0.1901,98,213775.0,0.5156,4.4,1325,5.94,0.0486,5,Shopee,Home,1
VN02487,74749420.0,0.8582,1007,347335.0,0.0356,3.6,1482,1.43,0.0648,5,Shopee,Beauty,0
VN02488,96585732.0,0.2153,844,436629.0,0.0999,4.3,677,10.4,0.0692,4,Lazada,Electronics,0
VN02489,101853016.0,-0.1715,875,96777.0,0.1583,3.1,731,9.88,0.0378,0,TikTok Shop,Home,0
VN02490,23682457.0,0.1368,357,315219.0,0.1751,2.9,753,5.57,0.0792,3,Lazada,Home,1
VN02491,98900187.0,0.8396,880,389548.0,0.0664,4.0,946,9.84,0.1184,0,Lazada,Electronics,0
VN02492,59572473.0,0.0497,307,166391.0,0.0956,5.0,93,5.46,0.1422,5,Shopee,Beauty,0
VN02493,69037327.0,0.7351,612,173146.0,0.1437,5.0,955,1.49,0.1583,0,Shopee,Home,0
VN02494,295070244.0,0.7516,659,77148.0,0.0778,4.8,1217,10.46,0.0496,1,Shopee,Fashion,0
VN02495,38943398.0,0.0877,462,296719.0,0.1733,4.2,1442,13.53,0.0205,3,TikTok Shop,Fashion,0
VN02496,183900221.0,-0.2459,704,56532.0,0.1209,5.0,1522,9.25,0.0127,2,TikTok Shop,Fashion,0
VN02497,81066292.0,0.5557,1016,325919.0,0.0656,3.9,1603,4.23,0.246,3,TikTok Shop,Beauty,0
VN02498,81017835.0,0.0394,869,98831.0,0.2351,3.6,756,4.14,0.1486,3,Shopee,Food,0
VN02499,180777748.0,0.6287,516,402457.0,0.3653,3.9,1584,13.04,0.0766,5,TikTok Shop,Fashion,0
VN02500,128963306.0,0.2033,778,244785.0,0.3045,3.4,795,4.59,0.0802,2,TikTok Shop,Electronics,0
VN02501,153308034.0,0.2566,749,332529.0,0.0507,5.0,1639,10.87,0.0594,5,Shopee,Food,0
VN02502,206567645.0,0.6224,264,133734.0,0.1394,4.5,952,9.18,0.1275,2,Shopee,Electronics,0
VN02503,77945367.0,0.128,615,103081.0,0.2029,3.8,682,8.5,0.2682,1,TikTok Shop,Beauty,0
VN02504,63137311.0,0.2039,139,83132.0,0.1346,4.2,934,2.94,0.0153,4,TikTok Shop,Fashion,0
VN02505,44284138.0,0.1202,127,346487.0,0.1544,4.1,1070,0.96,0.1651,3,TikTok Shop,Home,0
VN02506,53808505.0,0.1092,995,279699.0,0.0566,4.9,636,7.1,0.1217,3,Shopee,Fashion,0
VN02507,912611492.0,0.3074,1175,284704.0,0.061,5.0,775,13.84,0.0289,3,Shopee,Beauty,0
VN02508,254168931.0,0.661,164,232285.0,0.2537,4.7,969,3.14,0.2864,3,TikTok Shop,Fashion,0
